0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.559000000000000056e-03,0.000000000000000000e+00,0.000000000000000000e+00,9.244299999999999740e-02,9.373219999999999885e-01
8.028999999999999679e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.805519999999999903e-01,9.898270000000000124e-01
2.100099999999999884e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.615190000000000015e-01,1.042996000000000034e+00
3.515800000000000175e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.130769999999999942e-01,1.094184999999999963e+00
5.165999999999999759e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.534869999999999957e-01,1.146582999999999908e+00
6.999900000000000566e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.851620000000000044e-01,1.198047000000000084e+00
8.977699999999999569e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.099889999999999923e-01,1.249802000000000080e+00
1.149789999999999979e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.328029999999999933e-01,1.302691000000000043e+00
1.369239999999999902e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.473300000000000054e-01,1.354120999999999908e+00
1.595300000000000051e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.587169999999999859e-01,1.405755000000000088e+00
1.826530000000000098e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.676420000000000021e-01,1.457813999999999943e+00
2.061810000000000032e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.746369999999999756e-01,1.510386000000000006e+00
2.348290000000000100e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.810659999999999936e-01,1.562734999999999985e+00
2.589690000000000047e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.851590000000000069e-01,1.613990999999999953e+00
2.832939999999999903e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.883680000000000243e-01,1.666088000000000013e+00
3.077650000000000108e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.908819999999999850e-01,1.718526999999999916e+00
3.323499999999999788e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.928540000000000143e-01,1.769727000000000050e+00
3.619700000000000140e-01,-9.000000000000000228e-06,-2.880000000000000181e-03,4.946650000000000214e-01,1.823155000000000081e+00
3.867260000000000142e-01,-2.010000000000000068e-04,-1.748800000000000007e-02,4.958179999999999810e-01,1.873968000000000078e+00
4.115260000000000029e-01,-8.660000000000000163e-04,-4.080299999999999899e-02,4.967219999999999969e-01,1.925769999999999982e+00
4.363449999999999829e-01,-2.116999999999999958e-03,-6.468500000000000638e-02,4.974310000000000120e-01,1.978078999999999921e+00
4.611600000000000144e-01,-3.956999999999999580e-03,-8.806799999999999351e-02,4.979859999999999842e-01,2.030116000000000032e+00
4.909020000000000050e-01,-6.943000000000000387e-03,-1.164769999999999972e-01,4.984970000000000234e-01,2.083387999999999796e+00
5.156349999999999545e-01,-1.007699999999999915e-02,-1.404370000000000063e-01,4.988219999999999876e-01,2.133760000000000101e+00
5.403019999999999490e-01,-1.379999999999999977e-02,-1.638799999999999979e-01,4.990760000000000196e-01,2.185941000000000134e+00
5.648849999999999705e-01,-1.810799999999999910e-02,-1.878650000000000042e-01,4.992759999999999976e-01,2.238434999999999953e+00
5.893680000000000030e-01,-2.299599999999999908e-02,-2.092390000000000083e-01,4.994330000000000158e-01,2.289972999999999814e+00
6.186479999999999757e-01,-2.938800000000000093e-02,-2.194780000000000064e-01,4.995760000000000201e-01,2.342782999999999838e+00
6.430299999999999905e-01,-3.482699999999999685e-02,-2.194780000000000064e-01,4.996680000000000010e-01,2.393766999999999978e+00
6.674149999999999805e-01,-4.026600000000000318e-02,-2.194780000000000064e-01,4.997400000000000175e-01,2.445797999999999917e+00
6.918039999999999745e-01,-4.570699999999999763e-02,-2.194780000000000064e-01,4.997960000000000180e-01,2.497921999999999976e+00
